Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
FoxNews,Tue Aug 14 15:45:00 +0000 2018,"GoFundMe Page Raises $250,000 for Peter Strzok After Firing From FBI https://t.co/P3KeQGPBg4",-0.34,0.0,0.179,0.821,60
FoxNews,Tue Aug 14 15:35:00 +0000 2018,Red tide along Florida's Gulf Coast leads Gov. Scott to declare state of emergency https://t.co/xr8WpklZUJ,-0.3818,0.0,0.157,0.843,59
FoxNews,Tue Aug 14 15:20:00 +0000 2018,Girl Scouts debut Caramel Chocolate Chip Cookie 'with a hint of sea salt' https://t.co/hhDs9J8KNT,0.0,0.0,0.0,1.0,58
FoxNews,Tue Aug 14 15:15:00 +0000 2018,.@AlanDersh: Strzok Should Have Recused Himself From Russia Probe &amp; So Should Rosenstein https://t.co/kDb2yOBpDF,0.0,0.0,0.0,1.0,57
FoxNews,Tue Aug 14 15:10:00 +0000 2018,"Rob Tibbetts: “In all of the interviews that they’ve conducted, they were really struck by the fact that no one had… https://t.co/ZdTikpawjm",-0.796,0.0,0.299,0.701,56
FoxNews,Tue Aug 14 15:05:00 +0000 2018,"Supermassive black hole found in tiny galaxy, wowing researchers https://t.co/yD4E1hdoSg",0.5423,0.28,0.0,0.72,55
FoxNews,Tue Aug 14 14:55:00 +0000 2018,"Arizona woman, 19, disappears after sending strange text to roommate https://t.co/Lbw6zGt7ZZ",-0.4939,0.0,0.318,0.682,54
FoxNews,Tue Aug 14 14:49:50 +0000 2018,"On this day in 1945, thousands jammed New York’s Times Square after President Truman announced Japan's unconditiona… https://t.co/1xtsh3BHEt",0.0,0.0,0.0,1.0,53
FoxNews,Tue Aug 14 14:47:23 +0000 2018,".@cvpayne: We are seeing low taxes, low unemployment rates, low regulatory rates, those things are working.… https://t.co/KqQrf8RAxt",-0.802,0.0,0.414,0.586,52
FoxNews,Tue Aug 14 14:45:00 +0000 2018,Massachusetts mayor won’t drink Sam Adams beer after brewery founder thanks Trump for tax cuts https://t.co/vnbR8sCAln,0.1779,0.152,0.115,0.733,51
FoxNews,Tue Aug 14 14:40:00 +0000 2018,New Mexico compound judge has history of issuing low bail to violent offenders https://t.co/FhoVYzOdw1,-0.8176,0.0,0.436,0.564,50
FoxNews,Tue Aug 14 14:38:00 +0000 2018,"Daniel Hoffman: ""The president is, I think, absolutely right to upgrade our capabilities and bring us into the 21st… https://t.co/4tTmrfd45b",0.0,0.0,0.0,1.0,49
FoxNews,Tue Aug 14 14:35:00 +0000 2018,New York subway riders attack conductor after announcement train would be making only express stops https://t.co/ksS9Ft4XyB,-0.5719,0.0,0.251,0.749,48
FoxNews,Tue Aug 14 14:30:21 +0000 2018,.@POTUS signs $717 billion defense bill @AmericaNewsroom https://t.co/tB5lJhSjdS,0.128,0.176,0.0,0.824,47
FoxNews,Tue Aug 14 14:30:00 +0000 2018,.@AlanDersh on Peter Strzok: “He should’ve recused himself.” https://t.co/JXUeNWurvw @AmericaNewsroom https://t.co/j6V8uxBOy6,0.0,0.0,0.0,1.0,46
FoxNews,Tue Aug 14 14:25:00 +0000 2018,"Son of GOP Rep. Goodlatte Calls Peter Strzok a 'Patriot,' Blasts His Father https://t.co/vo4Eepbc3P",0.0,0.0,0.0,1.0,45
FoxNews,Tue Aug 14 14:20:01 +0000 2018,.@KellyannePolls: “It gives revenue and respect to a military that received…too little of it for far too long.”… https://t.co/wnJgCBfUFe,0.4767,0.154,0.0,0.846,44
FoxNews,Tue Aug 14 14:06:46 +0000 2018,.@KellyannePolls reacts to FBI firing Peter Strzok https://t.co/JXUeNWcQDY @AmericaNewsroom https://t.co/j0qdm0KO91,-0.34,0.0,0.211,0.789,43
FoxNews,Tue Aug 14 14:05:00 +0000 2018,Trump calls Omarosa a ‘dog’ as war over salacious memoir explodes (via @brookefoxnews) https://t.co/KMWG6htlCc,-0.5994,0.0,0.245,0.755,42
FoxNews,Tue Aug 14 13:46:55 +0000 2018,RT @FoxBusiness: Trump: Troops to see ‘biggest pay increase’ in a decade  https://t.co/mTQGqg9gmT,-0.1027,0.0,0.113,0.887,41
FoxNews,Tue Aug 14 13:46:44 +0000 2018,"RT @FoxBusiness: FBI fires Peter Strzok: ‘It’s ‘about time,’ Jim Jordan says  https://t.co/oer9cNGXia",0.0,0.0,0.0,1.0,40
FoxNews,Tue Aug 14 13:46:25 +0000 2018,"RT @FoxBusiness: US retail sales expected to beat expectations in 2018, but tariffs loom https://t.co/oT7s1kpKn0",-0.3291,0.0,0.144,0.856,39
FoxNews,Tue Aug 14 13:46:19 +0000 2018,RT @FoxBusiness: Small business optimism at 35-year high https://t.co/9AqnQdqy9z,0.5423,0.304,0.0,0.696,38
FoxNews,Tue Aug 14 13:41:53 +0000 2018,".@GOPChairwoman: “Democrats are only offering resistance, we’re talking about results for the American people.” https://t.co/dQmZETBYu4",0.0,0.0,0.0,1.0,37
FoxNews,Tue Aug 14 13:41:43 +0000 2018,"Breaking News UPDATE: 22 people dead in Italian bridge collapse, official says, doubling initial tally https://t.co/9u5q1x0tlE",-0.8176,0.0,0.349,0.651,36
FoxNews,Tue Aug 14 13:12:12 +0000 2018,Florida House candidate accused of lying about college degree apologizes for 'mistake' https://t.co/PR0LNPhNAK,-0.4767,0.138,0.309,0.552,35
FoxNews,Tue Aug 14 13:02:09 +0000 2018,"Mollie Tibbetts search now focusing on car wash, truck stop and areas in and around Brooklyn, Iowa https://t.co/moMx86xW2x",-0.296,0.0,0.115,0.885,34
FoxNews,Tue Aug 14 12:55:31 +0000 2018,".@CLewandowski_: “I have been around President Trump a long time, thousands of hours. Never have I heard him use a… https://t.co/cayfgEfYvN",0.0,0.0,0.0,1.0,33
FoxNews,Tue Aug 14 12:47:52 +0000 2018,Stunning sphinx discovery: Workers make incredible find while fixing road https://t.co/me1bsjnCkC,0.3818,0.206,0.0,0.794,32
FoxNews,Tue Aug 14 12:33:00 +0000 2018,"World's biggest catapult opens in New Zealand, launches thrill-seekers almost 500 feet https://t.co/ddbOL8uOVb",0.0,0.0,0.0,1.0,31
FoxNews,Tue Aug 14 12:30:00 +0000 2018,Jake Zweig: “We’re going to have to take a different approach...What we're doing isn't working at this point.”… https://t.co/AhkPmNmi3b,0.0,0.0,0.0,1.0,30
FoxNews,Tue Aug 14 12:24:45 +0000 2018,"Breaking News: At least 11 people, including a child, dead in Italian bridge collapse, report says https://t.co/9u5q1x0tlE",-0.8176,0.0,0.349,0.651,29
FoxNews,Tue Aug 14 12:01:46 +0000 2018,"“You don’t think about what you’re doing in the moment as heroic or valorous or anything, you’re just, you’re doing… https://t.co/LOjY05Rwox",0.5574,0.153,0.0,0.847,28
FoxNews,Tue Aug 14 11:55:37 +0000 2018,A view of the collapsed Morandi highway bridge in Italy. The raised highway collapsed during a sudden and violent s… https://t.co/h03fgVn5Kp,-0.7964,0.0,0.336,0.664,27
FoxNews,Tue Aug 14 11:26:27 +0000 2018,"Aretha Franklin is 'alert' and resting at home, family member says https://t.co/J4GVQoVz6s",0.0,0.0,0.0,1.0,26
FoxNews,Tue Aug 14 11:25:55 +0000 2018,The Latest: Compound defendants to be released pending trial https://t.co/cs8obvwL65,0.0,0.0,0.0,1.0,25
FoxNews,Tue Aug 14 10:51:49 +0000 2018,Governor battles heat up Tuesday: Dems at risk of losing another New England seat https://t.co/hwBeSQkvfm,-0.743,0.0,0.378,0.622,24
FoxNews,Tue Aug 14 10:36:56 +0000 2018,"JUST IN: Italian bridge in Genoa collapses, police say https://t.co/9u5q1x0tlE",-0.296,0.0,0.196,0.804,23
FoxNews,Tue Aug 14 10:18:38 +0000 2018,"Democrats view socialism more favorably than capitalism, Gallup says https://t.co/d3CNyQGGb4",0.4391,0.243,0.0,0.757,22
FoxNews,Tue Aug 14 10:17:55 +0000 2018,Army Green Beret dies after IED explosion in southern Afghanistan https://t.co/RIKJqjSNCf https://t.co/gLCFNq65gM,0.0,0.0,0.0,1.0,21
FoxNews,Tue Aug 14 10:10:30 +0000 2018,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/fbbaibwI2F,0.0,0.0,0.0,1.0,20
FoxNews,Tue Aug 14 09:54:49 +0000 2018,Cleveland Indians outfielder in stable condition after suffering life-threatening bacterial infection https://t.co/REvdAc70kY,-0.2263,0.144,0.203,0.654,19
FoxNews,Tue Aug 14 09:49:54 +0000 2018,"British police treating car ramming as terror incident, suspect in custody https://t.co/zS5qJTFFT4",-0.6808,0.0,0.359,0.641,18
FoxNews,Tue Aug 14 09:39:06 +0000 2018,.@algore says Trump had ‘less of an environmental impact so far’ than previously feared https://t.co/NT0VATcvs7,-0.4939,0.0,0.186,0.814,17
FoxNews,Tue Aug 14 09:30:17 +0000 2018,Japanese vending machine dispenses entire fresh-baked pizzas for under $12 https://t.co/Gjt7p4gvGR,0.0,0.0,0.0,1.0,16
FoxNews,Tue Aug 14 09:26:13 +0000 2018,New body cam video shows police racing to evacuate animals from a shelter in California as the rapidly spreading Ne… https://t.co/p59rewOSvg,0.0,0.0,0.0,1.0,15
FoxNews,Tue Aug 14 09:25:07 +0000 2018,Ohio mother's 'grateful' note to 19-year-old who bought her Starbucks coffee goes viral https://t.co/YQKq9Vyi8y,0.0,0.0,0.0,1.0,14
FoxNews,Tue Aug 14 09:22:25 +0000 2018,Five States Holding Primaries Today https://t.co/xJWFLAF6bn,0.0,0.0,0.0,1.0,13
FoxNews,Tue Aug 14 09:12:57 +0000 2018,President @realDonaldTrump Signs $717B Spending Bill https://t.co/F8JPFr8eW7,0.0,0.0,0.0,1.0,12
FoxNews,Tue Aug 14 09:01:30 +0000 2018,"Judge allows release of suspects linked to 'extremist Muslim' compound ahead of trial, as sickening accusations eme… https://t.co/HpN1RifJcI",-0.7964,0.0,0.351,0.649,11
FoxNews,Tue Aug 14 08:56:22 +0000 2018,"""It's a simple message, but I believe it's a powerful message.""

State Rep. David Standridge sponsored the original… https://t.co/76zE3I0Rb6",0.5719,0.198,0.0,0.802,10
FoxNews,Tue Aug 14 08:49:17 +0000 2018,"Scientists study how wildfire smoke affects people, environment https://t.co/PiYoXpPFfX https://t.co/u957V0JMQK",0.0,0.0,0.0,1.0,9
FoxNews,Tue Aug 14 08:48:10 +0000 2018,"Car slams into pedestrians, barriers outside Parliament; Britain's counter-terror command investigates… https://t.co/A8mmOudStA",0.0,0.0,0.0,1.0,8
FoxNews,Tue Aug 14 08:43:57 +0000 2018,Manafort's lawyers to make case after prosecution rests https://t.co/esS9KdCgGR https://t.co/A8pLbKNReR,-0.4939,0.0,0.262,0.738,7
FoxNews,Tue Aug 14 08:40:35 +0000 2018,Army Green Beret dies after IED explosion in southern Afghanistan https://t.co/RIKJqjSNCf https://t.co/5v6vcGuCmQ,0.0,0.0,0.0,1.0,6
FoxNews,Tue Aug 14 08:37:21 +0000 2018,Fired @FBI agent Peter Strzok sets up anti-Trump Twitter account; GoFundMe page seeks $150G https://t.co/dOa45p0nkI https://t.co/kznTdAURH3,-0.5574,0.0,0.194,0.806,5
FoxNews,Tue Aug 14 08:31:58 +0000 2018,".@MarkRockefeller: ""It sends a real strong message to our troops and their families that the American people are be… https://t.co/0G4jsP635x",0.5106,0.155,0.0,0.845,4
FoxNews,Tue Aug 14 08:21:43 +0000 2018,Mollie Tibbetts investigators ask for help in identifying people who showed 'behavioral changes'… https://t.co/6ymcQ7TV7B,0.4019,0.172,0.0,0.828,3
FoxNews,Tue Aug 14 08:14:45 +0000 2018,"Car collides into barriers outside Houses of Parliament, pedestrians injured, British police say… https://t.co/TR5ix6ydbB",-0.5859,0.0,0.286,0.714,2
FoxNews,Tue Aug 14 08:05:00 +0000 2018,"On #Hannity, @LaraLeaTrump talked about the midterm elections. https://t.co/mfEKJttihr",0.0,0.0,0.0,1.0,1
nytimes,Tue Aug 14 18:15:04 +0000 2018,"The Department of Education has proposed replacing regulations on underperforming colleges with ""market-based accou… https://t.co/9bKKshKXIs",0.0,0.0,0.0,1.0,100
nytimes,Tue Aug 14 18:06:30 +0000 2018,"The whole episode began with office renovations and a $32,000 dark blue suede sectional sofa: How lavish office dec… https://t.co/tYJEt3A9Ts",0.0,0.0,0.0,1.0,99
nytimes,Tue Aug 14 18:00:12 +0000 2018,"Lyme disease is the most commonly reported vector-borne illness in the United States, so why isn’t there a vaccine… https://t.co/ryuCWDxD39",0.0258,0.124,0.12,0.756,98
nytimes,Tue Aug 14 17:45:09 +0000 2018,Deep in the elephant genome is a “zombie gene” that protects against cancer. Scientists hope it will offer a clue i… https://t.co/xL1USbgdoh,-0.0516,0.195,0.165,0.639,97
nytimes,Tue Aug 14 17:30:09 +0000 2018,"Nearly 11 months after Hurricane Maria, the last people in Puerto Rico without electricity are finally getting powe… https://t.co/gniu3lJWUX",0.0,0.0,0.0,1.0,96
nytimes,Tue Aug 14 17:15:12 +0000 2018,"RT @nytgraphics: Of the 44 Republicans Trump has endorsed so far, 22 have won their primaries and 4 have won in special elections, nearly a…",0.9022,0.377,0.0,0.623,95
nytimes,Tue Aug 14 17:00:12 +0000 2018,"What does self-care mean and to whom? Here’s a collective, non-exhaustive list of behaviors that keep us on point. https://t.co/qW2N7Fslv6",0.0,0.0,0.0,1.0,94
nytimes,Tue Aug 14 16:52:00 +0000 2018,At least 20 people are dead after a highway bridge collapse in Genoa. The disaster raises concerns about the state… https://t.co/fE52trdeNs,-0.9118,0.0,0.406,0.594,93
nytimes,Tue Aug 14 16:45:04 +0000 2018,"""An unabashed celebration of luxury and money"": The New York Times review of ""Crazy Rich Asians"" https://t.co/JTnCBfuMbL",0.296,0.171,0.114,0.714,92
nytimes,Tue Aug 14 16:33:56 +0000 2018,"RT @MitchKSmith: The handwritten final statement of Carey Dean Moore, the man executed with fentanyl today in Nebraska. He acknowledges gui…",0.0,0.0,0.0,1.0,91
nytimes,Tue Aug 14 16:30:12 +0000 2018,"Nebraska executed a man with fentanyl, the opioid at the center of the overdose crisis. It’s the first time it’s be… https://t.co/Px2Wmtppr3",-0.6249,0.0,0.17,0.83,90
nytimes,Tue Aug 14 16:15:04 +0000 2018,New Zealand is suffering an avocado shortage after two years of low harvests. Now an avocado black market has sprun… https://t.co/opkM8PUhIY,-0.7351,0.0,0.286,0.714,89
nytimes,Tue Aug 14 16:00:03 +0000 2018,"RT @elizabethjdias: Readers--we are talking about @RashidaTlaib's story on the NYT page here. Would love you to join us, especially if you…",0.7506,0.242,0.0,0.758,88
nytimes,Tue Aug 14 15:45:05 +0000 2018,"“Our beat is information."" Meet the research team at The New York Times, a ""mini detective agency"" that can find de… https://t.co/osL9FW7sHb",0.0,0.0,0.0,1.0,87
nytimes,Tue Aug 14 15:30:14 +0000 2018,Tesla's board has created a special committee to review a potential proposal from Elon Musk about taking the compan… https://t.co/Hc2LMpmyM5,0.5719,0.227,0.0,0.773,86
nytimes,Tue Aug 14 15:15:01 +0000 2018,"""I’m a black woman. I am unapologetically proud of who I am and where I come from."" Former ""National Teacher of the… https://t.co/rc2xYlIMg1",0.4767,0.147,0.0,0.853,85
nytimes,Tue Aug 14 15:07:03 +0000 2018,RT @nytvideo: How could a Supreme Court shaped by Trump restrict access to abortion? Our reporter explains 3 possible scenarios. https://t.…,0.25,0.155,0.112,0.733,84
nytimes,Tue Aug 14 15:00:14 +0000 2018,"A former political star and presidential hopeful was acquitted of sexual assault charges on Tuesday, dealing a blow… https://t.co/rJamEleAMn",-0.1531,0.219,0.244,0.537,83
nytimes,Tue Aug 14 14:45:03 +0000 2018,"RT @nickconfessore: For two decades, Facebook, Google, and the rest of Silicon Valley used wealth, prestige, and Beltway clout to protect t…",0.7003,0.225,0.0,0.775,82
nytimes,Tue Aug 14 14:30:16 +0000 2018,"Minnesota, Wisconsin, Connecticut and Vermont are voting. Here are some races to watch: https://t.co/v5sGXw1m7O",0.0,0.0,0.0,1.0,81
nytimes,Tue Aug 14 18:15:04 +0000 2018,"The Department of Education has proposed replacing regulations on underperforming colleges with ""market-based accou… https://t.co/9bKKshKXIs",0.0,0.0,0.0,1.0,80
nytimes,Tue Aug 14 18:06:30 +0000 2018,"The whole episode began with office renovations and a $32,000 dark blue suede sectional sofa: How lavish office dec… https://t.co/tYJEt3A9Ts",0.0,0.0,0.0,1.0,79
nytimes,Tue Aug 14 18:00:12 +0000 2018,"Lyme disease is the most commonly reported vector-borne illness in the United States, so why isn’t there a vaccine… https://t.co/ryuCWDxD39",0.0258,0.124,0.12,0.756,78
nytimes,Tue Aug 14 17:45:09 +0000 2018,Deep in the elephant genome is a “zombie gene” that protects against cancer. Scientists hope it will offer a clue i… https://t.co/xL1USbgdoh,-0.0516,0.195,0.165,0.639,77
nytimes,Tue Aug 14 17:30:09 +0000 2018,"Nearly 11 months after Hurricane Maria, the last people in Puerto Rico without electricity are finally getting powe… https://t.co/gniu3lJWUX",0.0,0.0,0.0,1.0,76
nytimes,Tue Aug 14 17:15:12 +0000 2018,"RT @nytgraphics: Of the 44 Republicans Trump has endorsed so far, 22 have won their primaries and 4 have won in special elections, nearly a…",0.9022,0.377,0.0,0.623,75
nytimes,Tue Aug 14 17:00:12 +0000 2018,"What does self-care mean and to whom? Here’s a collective, non-exhaustive list of behaviors that keep us on point. https://t.co/qW2N7Fslv6",0.0,0.0,0.0,1.0,74
nytimes,Tue Aug 14 16:52:00 +0000 2018,At least 20 people are dead after a highway bridge collapse in Genoa. The disaster raises concerns about the state… https://t.co/fE52trdeNs,-0.9118,0.0,0.406,0.594,73
nytimes,Tue Aug 14 16:45:04 +0000 2018,"""An unabashed celebration of luxury and money"": The New York Times review of ""Crazy Rich Asians"" https://t.co/JTnCBfuMbL",0.296,0.171,0.114,0.714,72
nytimes,Tue Aug 14 16:33:56 +0000 2018,"RT @MitchKSmith: The handwritten final statement of Carey Dean Moore, the man executed with fentanyl today in Nebraska. He acknowledges gui…",0.0,0.0,0.0,1.0,71
nytimes,Tue Aug 14 16:30:12 +0000 2018,"Nebraska executed a man with fentanyl, the opioid at the center of the overdose crisis. It’s the first time it’s be… https://t.co/Px2Wmtppr3",-0.6249,0.0,0.17,0.83,70
nytimes,Tue Aug 14 16:15:04 +0000 2018,New Zealand is suffering an avocado shortage after two years of low harvests. Now an avocado black market has sprun… https://t.co/opkM8PUhIY,-0.7351,0.0,0.286,0.714,69
nytimes,Tue Aug 14 16:00:03 +0000 2018,"RT @elizabethjdias: Readers--we are talking about @RashidaTlaib's story on the NYT page here. Would love you to join us, especially if you…",0.7506,0.242,0.0,0.758,68
nytimes,Tue Aug 14 15:45:05 +0000 2018,"“Our beat is information."" Meet the research team at The New York Times, a ""mini detective agency"" that can find de… https://t.co/osL9FW7sHb",0.0,0.0,0.0,1.0,67
nytimes,Tue Aug 14 15:30:14 +0000 2018,Tesla's board has created a special committee to review a potential proposal from Elon Musk about taking the compan… https://t.co/Hc2LMpmyM5,0.5719,0.227,0.0,0.773,66
nytimes,Tue Aug 14 15:15:01 +0000 2018,"""I’m a black woman. I am unapologetically proud of who I am and where I come from."" Former ""National Teacher of the… https://t.co/rc2xYlIMg1",0.4767,0.147,0.0,0.853,65
nytimes,Tue Aug 14 15:07:03 +0000 2018,RT @nytvideo: How could a Supreme Court shaped by Trump restrict access to abortion? Our reporter explains 3 possible scenarios. https://t.…,0.25,0.155,0.112,0.733,64
nytimes,Tue Aug 14 15:00:14 +0000 2018,"A former political star and presidential hopeful was acquitted of sexual assault charges on Tuesday, dealing a blow… https://t.co/rJamEleAMn",-0.1531,0.219,0.244,0.537,63
nytimes,Tue Aug 14 14:45:03 +0000 2018,"RT @nickconfessore: For two decades, Facebook, Google, and the rest of Silicon Valley used wealth, prestige, and Beltway clout to protect t…",0.7003,0.225,0.0,0.775,62
nytimes,Tue Aug 14 14:30:16 +0000 2018,"Minnesota, Wisconsin, Connecticut and Vermont are voting. Here are some races to watch: https://t.co/v5sGXw1m7O",0.0,0.0,0.0,1.0,61
nytimes,Tue Aug 14 14:20:00 +0000 2018,"“The toll is destined to grow,” said the chief of the Civil Protection Department. ""All the rubble must be moved,""… https://t.co/bKQvEHF5Mp",0.0,0.0,0.0,1.0,60
nytimes,Tue Aug 14 14:14:05 +0000 2018,"""If they have the iPhone, there is Samsung."" Recep Tayyip Erdogan urged Turkey not to buy American products. https://t.co/YDhTL4s3Ox",0.0,0.0,0.0,1.0,59
nytimes,Tue Aug 14 14:00:13 +0000 2018,"He accused his former NYU graduate school adviser of sexually harassing him, and the university found her responsib… https://t.co/wbFAE6wx38",-0.6908,0.0,0.251,0.749,58
nytimes,Tue Aug 14 13:44:05 +0000 2018,"Stephen Colbert described Omarosa Manigault Newman's memoir as ""a salacious new book filled with shocking details t… https://t.co/PDtAHABgEt",-0.4019,0.0,0.137,0.863,57
nytimes,Tue Aug 14 13:31:03 +0000 2018,"President Trump called Omarosa Manigault Newman ""that dog"" in a tweet https://t.co/ps8lD02EU2",0.0,0.0,0.0,1.0,56
nytimes,Tue Aug 14 13:15:04 +0000 2018,Will a new Supreme Court with two Trump-appointed justices overrule Roe v. Wade? Here are some of the possible scen… https://t.co/MYNjhnVEEc,0.5574,0.159,0.0,0.841,55
nytimes,Tue Aug 14 13:00:25 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/KhNKuyB9DD https://t.co/b6K1W5YGKb,0.0,0.0,0.0,1.0,54
nytimes,Tue Aug 14 12:45:06 +0000 2018,"For years, cash was disappearing from school cafeteria registers in a town in Connecticut. On Monday, the police an… https://t.co/S5uXlmOGmx",0.0,0.0,0.0,1.0,53
nytimes,Tue Aug 14 12:31:06 +0000 2018,A police officer in Baltimore has resigned after a video emerged showing him repeatedly punching a man and pinning… https://t.co/NQxh4y2cVz,-0.25,0.0,0.111,0.889,52
nytimes,Tue Aug 14 12:20:09 +0000 2018,"RT @maggieNYT: Omarosa. Michael Wolff. Trump attracts people who want to play by Trump rules, including burning him down at the end after p…",0.6597,0.234,0.0,0.766,51
nytimes,Tue Aug 14 12:10:07 +0000 2018,"A highway bridge in Genoa collapsed Tuesday morning, killing several people as it dropped tons of concrete and stee… https://t.co/NPtwu8H8wW",-0.7579,0.0,0.277,0.723,50
nytimes,Tue Aug 14 12:00:14 +0000 2018,"Your daily @DealBook Briefing:

• Yep, Elon Musk was winging it. 

• Turkey takes a breath. Should you?

• Trump ba… https://t.co/Qgr0c5JA5s",0.296,0.115,0.0,0.885,49
nytimes,Tue Aug 14 11:44:05 +0000 2018,President Trump studiously avoided reading the official name of the legislation — which would have meant mentioning… https://t.co/VwohAORik8,-0.34,0.0,0.13,0.87,48
nytimes,Tue Aug 14 11:30:05 +0000 2018,"RT @RichardFausset: Internal squabbling, external pressure, lawsuits, shaming, doxxing, failure: it was a very bad year for the alt-right.…",-0.8718,0.0,0.438,0.562,47
nytimes,Tue Aug 14 11:15:06 +0000 2018,"As a reward for its broader foray into diplomacy, North Korea wants an official end to the decades-long Korean War.… https://t.co/fhprMMNHks",0.5719,0.163,0.0,0.837,46
nytimes,Tue Aug 14 11:00:04 +0000 2018,Officials in Myanmar continue to deny that there was a military-led campaign of violence against the Rohingya. But… https://t.co/DfUCbOosXY,-0.7579,0.0,0.289,0.711,45
nytimes,Tue Aug 14 10:45:03 +0000 2018,The Ghazni assault has demonstrated a stunning display of Taliban tenacity that belies the official Afghan and Amer… https://t.co/rXCIyRYp3v,-0.296,0.116,0.17,0.714,44
nytimes,Tue Aug 14 10:32:05 +0000 2018,China issued a blanket denial on Monday of accusations from United Nations experts that it had detained more than a… https://t.co/ucyKYwzDXs,-0.296,0.113,0.202,0.685,43
nytimes,Tue Aug 14 10:22:44 +0000 2018,Breaking News: A driver in London struck and injured several people outside Parliament early Tuesday. He was arrest… https://t.co/lVJl0MxJx6,-0.5719,0.0,0.227,0.773,42
nytimes,Tue Aug 14 10:16:02 +0000 2018,Bui Tin was a North Vietnamese colonel who had a prominent role in the Vietnam War's final moments. He later fled t… https://t.co/KAaHkx1I9J,0.3182,0.103,0.0,0.897,41
nytimes,Tue Aug 14 10:00:08 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/dYkmhJDa3f https://t.co/pLxxLgxAjp,0.0,0.0,0.0,1.0,40
nytimes,Tue Aug 14 09:43:06 +0000 2018,"Peter Strzok, the FBI agent who disparaged President Trump in text messages and helped oversee the Hillary Clinton… https://t.co/ZjeWTfcLJO",-0.34,0.0,0.118,0.882,39
nytimes,Tue Aug 14 09:29:03 +0000 2018,"RT @nytimesworld: “Bodies are lying around, they have decomposed and no one is doing anything to evacuate them,” said a Ghazni province off…",-0.6808,0.0,0.219,0.781,38
nytimes,Tue Aug 14 09:16:05 +0000 2018,"RT @ginakolata: The race to cure hemophilia

https://t.co/KeT13I5zXj",0.0,0.0,0.0,1.0,37
nytimes,Tue Aug 14 09:00:16 +0000 2018,Turkey's worst economic crisis since 2001 has confronted Erdogan with the limits of his authoritarian approach and… https://t.co/6Z3lHidNid,-0.875,0.0,0.4,0.6,36
nytimes,Tue Aug 14 08:48:25 +0000 2018,"RT @nytimesworld: “I want no prisoners,” the American general said a century ago in the Philippines. “I wish you to kill and burn."" Now, th…",-0.5994,0.129,0.223,0.647,35
nytimes,Tue Aug 14 08:31:15 +0000 2018,"Barnes &amp; Noble is floundering: sales are falling, stock prices are down 60% over the last 3 years, and critics say… https://t.co/8zCzb4bDY2",0.0516,0.121,0.153,0.726,34
nytimes,Tue Aug 14 08:15:03 +0000 2018,"""This is indeed a sad day and certainly no cause for anyone to celebrate,"" said John Shott, the Republican chairman… https://t.co/QgaX6b8yh1",-0.4404,0.097,0.215,0.688,33
nytimes,Tue Aug 14 08:00:09 +0000 2018,"RT @nytimesworld: Ahn Hee-jung, once seen as a potential South Korean president, has been acquitted of forcing his secretary into an unwant…",0.25,0.091,0.0,0.909,32
nytimes,Tue Aug 14 07:53:02 +0000 2018,Clare Bronfman was an heiress to the Seagram liquor fortune. Now she's charged with conspiracy and criminal rackete… https://t.co/YGEgjDYT8M,-0.8225,0.0,0.35,0.65,31
nytimes,Tue Aug 14 07:40:07 +0000 2018,"A car crashed into the gates of the Houses of Parliament in London, injuring a number of pedestrians, according to… https://t.co/bLYHVcVXDY",0.0772,0.067,0.0,0.933,30
nytimes,Tue Aug 14 07:32:02 +0000 2018,"The post office atop Mt. Fuji is a popular attraction. But transporting all that mail down the 12,388-foot peak tak… https://t.co/OWwZbZIfiK",0.7003,0.244,0.0,0.756,29
nytimes,Tue Aug 14 07:17:02 +0000 2018,He has been denounced by environmental groups. His boats have been sunk by radical activists. But Kristjan Loftsson… https://t.co/0sHLmf7aH2,0.0,0.0,0.0,1.0,28
nytimes,Tue Aug 14 07:02:08 +0000 2018,"In California, firefighters are racing to control what has become the largest fire in state history.
In Europe, nuc… https://t.co/eom7wn0Z52",-0.34,0.0,0.112,0.888,27
nytimes,Tue Aug 14 06:32:04 +0000 2018,RT @nytimesworld: Turks brace for more financial turmoil but economist warns the problem is broader and deeper than spat with the United St…,-0.3268,0.124,0.237,0.639,26
nytimes,Tue Aug 14 06:06:37 +0000 2018,"When you’re browsing a website and the mouse cursor disappears, it may be a computer glitch — or it may be a delibe… https://t.co/X6mIMlnKFq",-0.34,0.0,0.112,0.888,25
nytimes,Tue Aug 14 05:49:16 +0000 2018,"Because we all know that families should eat together, but sometimes it’s tough to find the time https://t.co/vcpSgikkXM",-0.1901,0.0,0.093,0.907,24
nytimes,Tue Aug 14 05:32:01 +0000 2018,RT @paulkrugman: Who’s Afraid of Nancy Pelosi? https://t.co/5GxxIN9nTU,0.0,0.0,0.0,1.0,23
nytimes,Tue Aug 14 05:02:03 +0000 2018,The VF Corporation has been in the jeans business for decades. But now it's parting with mainstay brands like Wrang… https://t.co/mv3cSUVpj8,0.3612,0.111,0.0,0.889,22
