Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
CNN,Tue Aug 14 18:00:08 +0000 2018,Lawmakers in West Virginia did something Monday night that might be a first in American history: they impeached the… https://t.co/yVNIQCpKVO,0.0,0.0,0.0,1.0,98
CNN,Tue Aug 14 17:55:07 +0000 2018,Election officials' concerns turn to information warfare as hackers gather in Vegas https://t.co/GL0N4g7ASc https://t.co/ZXJl8yIWlT,-0.296,0.0,0.145,0.855,97
CNN,Tue Aug 14 17:48:02 +0000 2018,He's 14 and running to be the governor of Vermont https://t.co/6hR8HZ1JNP https://t.co/xR3TjGpwF6,0.0,0.0,0.0,1.0,96
CNN,Tue Aug 14 17:37:58 +0000 2018,The Florida man charged with manslaughter after shooting another man in a convenience store parking lot previously… https://t.co/pXXCs5gne3,-0.2023,0.0,0.101,0.899,95
CNN,Tue Aug 14 17:25:39 +0000 2018,"A Utah man died flying a plane into his home, where his wife and her son were, hours after he was arrested for dome… https://t.co/DHIJyEunaH",-0.7717,0.0,0.242,0.758,94
CNN,Tue Aug 14 17:12:36 +0000 2018,"Here's one way to get paid in American college athletics: Go professional in another sport.

University of Oklahoma… https://t.co/UwoXV656sK",0.0,0.0,0.0,1.0,93
CNN,Tue Aug 14 17:00:26 +0000 2018,"Trump calling Omarosa a 'dog' is sexist and racist, period | @AnushayHossain for @CNNopinion https://t.co/vS9hbcqgRx https://t.co/eW9jiKzqEE",-0.6124,0.0,0.235,0.765,92
CNN,Tue Aug 14 16:46:55 +0000 2018,Tesla’s board of directors say they have formed a special committee to study CEO Elon Musk’s proposal to take the c… https://t.co/uxfiuBESxJ,0.4019,0.119,0.0,0.881,91
CNN,Tue Aug 14 16:35:08 +0000 2018,How America's foreclosure capital came back from the dead https://t.co/t808wUQQ4T https://t.co/mPMLJssYbo,-0.7003,0.0,0.392,0.608,90
CNN,Tue Aug 14 16:23:12 +0000 2018,"Lonely Planet ranked its favorite 500 food experiences around the world for a new book, Ultimate Eats. Here are som… https://t.co/Edhmu4lCh9",0.128,0.128,0.106,0.766,89
CNN,Tue Aug 14 16:12:19 +0000 2018,"The defense rests their case in the trial against former Trump campaign chairman Paul Manafort, following a sealed… https://t.co/3T3gJ7riZD",0.128,0.081,0.0,0.919,88
CNN,Tue Aug 14 16:06:41 +0000 2018,"RT @cnni: JUST IN: The bridge that collapsed in Genoa, Italy, was ""constantly undergoing maintenance,"" says one engineer who expressed conc…",-0.2732,0.0,0.095,0.905,87
CNN,Tue Aug 14 16:00:08 +0000 2018,Elephants rarely get cancer. Here's why this matters to humans: https://t.co/41UM9gcFVs https://t.co/WBC8wEtqBJ,0.5634,0.317,0.0,0.683,86
CNN,Tue Aug 14 15:50:08 +0000 2018,"Tinder co-founders and 8 others are suing the dating app's owners, claiming they're owed $2 billion… https://t.co/D536YXr5xR",-0.2732,0.0,0.123,0.877,85
CNN,Tue Aug 14 15:44:13 +0000 2018,"JUST IN: President Trump's campaign says it has filed for arbitration, accusing Omarosa Manigault Newman, the forme… https://t.co/8hhBzP0RhE",-0.1779,0.0,0.091,0.909,84
CNN,Tue Aug 14 15:39:37 +0000 2018,"RT @cnnbrk: Toll rises to at least 35 people killed after a highway bridge collapses in Genoa, Italy, governor's office says. Follow live u…",-0.7717,0.0,0.242,0.758,83
CNN,Tue Aug 14 15:36:04 +0000 2018,"A large section of a highway bridge in northern Italy collapsed during torrential rains Tuesday, causing a number o… https://t.co/95KasdlRxX",-0.2023,0.071,0.114,0.815,82
CNN,Tue Aug 14 15:25:15 +0000 2018,"Voters are heading to the polls today for primaries in Connecticut, Minnesota, Vermont and Wisconsin. Here's what t… https://t.co/NlbVI3l0fm",0.0,0.0,0.0,1.0,81
CNN,Tue Aug 14 18:20:09 +0000 2018,Aides to President Trump questioned him during the 2016 campaign about the existence of an audio tape in which he p… https://t.co/i71OkltD9O,-0.1027,0.0,0.062,0.938,80
CNN,Tue Aug 14 18:10:00 +0000 2018,McDonald's iconic Happy Meal has been evolving since it was introduced nearly 40 years ago. Some of the options hav… https://t.co/cfusdx11pq,0.5719,0.156,0.0,0.844,79
CNN,Tue Aug 14 18:00:08 +0000 2018,Lawmakers in West Virginia did something Monday night that might be a first in American history: they impeached the… https://t.co/yVNIQCpKVO,0.0,0.0,0.0,1.0,78
CNN,Tue Aug 14 17:55:07 +0000 2018,Election officials' concerns turn to information warfare as hackers gather in Vegas https://t.co/GL0N4g7ASc https://t.co/ZXJl8yIWlT,-0.296,0.0,0.145,0.855,77
CNN,Tue Aug 14 17:48:02 +0000 2018,He's 14 and running to be the governor of Vermont https://t.co/6hR8HZ1JNP https://t.co/xR3TjGpwF6,0.0,0.0,0.0,1.0,76
CNN,Tue Aug 14 17:37:58 +0000 2018,The Florida man charged with manslaughter after shooting another man in a convenience store parking lot previously… https://t.co/pXXCs5gne3,-0.2023,0.0,0.101,0.899,75
CNN,Tue Aug 14 17:25:39 +0000 2018,"A Utah man died flying a plane into his home, where his wife and her son were, hours after he was arrested for dome… https://t.co/DHIJyEunaH",-0.7717,0.0,0.242,0.758,74
CNN,Tue Aug 14 17:12:36 +0000 2018,"Here's one way to get paid in American college athletics: Go professional in another sport.

University of Oklahoma… https://t.co/UwoXV656sK",0.0,0.0,0.0,1.0,73
CNN,Tue Aug 14 17:00:26 +0000 2018,"Trump calling Omarosa a 'dog' is sexist and racist, period | @AnushayHossain for @CNNopinion https://t.co/vS9hbcqgRx https://t.co/eW9jiKzqEE",-0.6124,0.0,0.235,0.765,72
CNN,Tue Aug 14 16:46:55 +0000 2018,Tesla’s board of directors say they have formed a special committee to study CEO Elon Musk’s proposal to take the c… https://t.co/uxfiuBESxJ,0.4019,0.119,0.0,0.881,71
CNN,Tue Aug 14 16:35:08 +0000 2018,How America's foreclosure capital came back from the dead https://t.co/t808wUQQ4T https://t.co/mPMLJssYbo,-0.7003,0.0,0.392,0.608,70
CNN,Tue Aug 14 16:23:12 +0000 2018,"Lonely Planet ranked its favorite 500 food experiences around the world for a new book, Ultimate Eats. Here are som… https://t.co/Edhmu4lCh9",0.128,0.128,0.106,0.766,69
CNN,Tue Aug 14 16:12:19 +0000 2018,"The defense rests their case in the trial against former Trump campaign chairman Paul Manafort, following a sealed… https://t.co/3T3gJ7riZD",0.128,0.081,0.0,0.919,68
CNN,Tue Aug 14 16:06:41 +0000 2018,"RT @cnni: JUST IN: The bridge that collapsed in Genoa, Italy, was ""constantly undergoing maintenance,"" says one engineer who expressed conc…",-0.2732,0.0,0.095,0.905,67
CNN,Tue Aug 14 16:00:08 +0000 2018,Elephants rarely get cancer. Here's why this matters to humans: https://t.co/41UM9gcFVs https://t.co/WBC8wEtqBJ,0.5634,0.317,0.0,0.683,66
CNN,Tue Aug 14 15:50:08 +0000 2018,"Tinder co-founders and 8 others are suing the dating app's owners, claiming they're owed $2 billion… https://t.co/D536YXr5xR",-0.2732,0.0,0.123,0.877,65
CNN,Tue Aug 14 15:44:13 +0000 2018,"JUST IN: President Trump's campaign says it has filed for arbitration, accusing Omarosa Manigault Newman, the forme… https://t.co/8hhBzP0RhE",-0.1779,0.0,0.091,0.909,64
CNN,Tue Aug 14 15:39:37 +0000 2018,"RT @cnnbrk: Toll rises to at least 35 people killed after a highway bridge collapses in Genoa, Italy, governor's office says. Follow live u…",-0.7717,0.0,0.242,0.758,63
CNN,Tue Aug 14 15:36:04 +0000 2018,"A large section of a highway bridge in northern Italy collapsed during torrential rains Tuesday, causing a number o… https://t.co/95KasdlRxX",-0.2023,0.071,0.114,0.815,62
CNN,Tue Aug 14 15:25:15 +0000 2018,"Voters are heading to the polls today for primaries in Connecticut, Minnesota, Vermont and Wisconsin. Here's what t… https://t.co/NlbVI3l0fm",0.0,0.0,0.0,1.0,61
CNN,Tue Aug 14 15:13:27 +0000 2018,"Consumers spent big at Home Depot last quarter — the company posted $30.5 billion worth of sales, up 8.4% from a ye… https://t.co/Kgwp37LPZQ",0.2263,0.087,0.0,0.913,60
CNN,Tue Aug 14 15:05:51 +0000 2018,John Legend wants Louisiana to amend its constitution to remove 'white supremacy' https://t.co/jU9EKGYlSm https://t.co/TYDxX7F0fS,0.0516,0.085,0.0,0.915,59
CNN,Tue Aug 14 14:58:13 +0000 2018,"Uncle to White House senior adviser Stephen Miller: ""I felt it was incumbent upon me to raise my voice to let peopl… https://t.co/LJhiueZmWt",0.0,0.0,0.0,1.0,58
CNN,Tue Aug 14 14:44:54 +0000 2018,"Trail runner Daniel Jung recently completed the Tyrolean High Altitude Trail Challenge​ -- a 124 mile-long, 45,800… https://t.co/xZatCaWGrE",0.0,0.0,0.0,1.0,57
CNN,Tue Aug 14 14:30:07 +0000 2018,"Once the kids are tucked in, this Indiana dad spends hours hunting Russian trolls https://t.co/BZSD3ZicRM https://t.co/knTAizLtKL",0.0,0.0,0.0,1.0,56
CNN,Tue Aug 14 14:20:28 +0000 2018,Tesla board forms special committee to study Elon Musk's proposal to take the company private… https://t.co/Sth5X1pEJp,0.4019,0.153,0.0,0.847,55
CNN,Tue Aug 14 14:12:33 +0000 2018,President Trump's approval rating of 42% outpaces Jimmy Carter's and Bill Clinton's ratings of 39% each in the Augu… https://t.co/sghuX6WGCX,0.4767,0.14,0.0,0.86,54
CNN,Tue Aug 14 14:00:45 +0000 2018,Footage shows the moment a section of a highway bridge collapsed in northern Italy — at least 20 people have been k… https://t.co/4fQWNpTiaF,-0.2732,0.0,0.1,0.9,53
CNN,Tue Aug 14 13:53:27 +0000 2018,"President Trump said it's ""great"" that consumers might boycott Harley-Davidson if it moves some motorcycle producti… https://t.co/Gu85fS7Ulr",-0.3182,0.0,0.126,0.874,52
CNN,Tue Aug 14 13:41:43 +0000 2018,"JUST IN: At least 20 people dead and at least 13 injured after a section of a highway bridge collapsed in Genoa, It… https://t.co/sdZ7Gv9J4m",-0.8442,0.0,0.324,0.676,51
CNN,Tue Aug 14 13:40:07 +0000 2018,"A Utah man died flying a plane into his home, where his wife and her son were, hours after he was arrested for dome… https://t.co/sDnQa7YOli",-0.7717,0.0,0.242,0.758,50
CNN,Tue Aug 14 13:30:15 +0000 2018,"Aretha Franklin, the ""Queen of Soul,"" is in hospice care at her home, a source close to the 76-year-old singer says… https://t.co/D5DXg2AEah",0.4939,0.138,0.0,0.862,49
CNN,Tue Aug 14 13:20:08 +0000 2018,The Upper Midwest swung to Trump in 2016. It may swing back to the Democrats in 2018. | Analysis by… https://t.co/NMnAO1r0ZN,0.0,0.0,0.0,1.0,48
CNN,Tue Aug 14 13:10:06 +0000 2018,Former Ohio State wide receivers coach Zach Smith says he kept a 2013 arrest secret from Buckeyes head coach Urban… https://t.co/nxcowCr4DD,-0.34,0.0,0.112,0.888,47
CNN,Tue Aug 14 13:00:11 +0000 2018,Florida governor declares emergency over red tide for 7 counties https://t.co/OjY1TMut5b https://t.co/16wkvDMFgU,-0.3818,0.0,0.206,0.794,46
CNN,Tue Aug 14 12:49:08 +0000 2018,"President Trump calls former White House staffer Omarosa Manigault Newman a ""dog"" https://t.co/Dg7gMpTI7g https://t.co/4lNcQNwRpB",0.0,0.0,0.0,1.0,45
CNN,Tue Aug 14 12:33:01 +0000 2018,Vermont's Christine Hallquist could become America's first transgender governor https://t.co/ixGI1kwwoF https://t.co/kS2z4DWiUU,0.0,0.0,0.0,1.0,44
CNN,Tue Aug 14 12:20:12 +0000 2018,How America's foreclosure capital came back from the dead https://t.co/yeXKPLJW9Z https://t.co/rLT7WmoW1b,-0.7003,0.0,0.392,0.608,43
CNN,Tue Aug 14 12:10:10 +0000 2018,"Several people have died after a section of a highway bridge in Genoa collapsed on Tuesday, according to rescue sou… https://t.co/3XXxLpEmy6",-0.34,0.132,0.228,0.64,42
CNN,Tue Aug 14 12:05:17 +0000 2018,"Top business headlines with @ChristineRomans before the opening bell:

- Turkey’s currency crisis fuels fear of glo… https://t.co/piNl737fUS",-0.7579,0.078,0.316,0.606,41
CNN,Tue Aug 14 11:51:06 +0000 2018,She's the youngest face transplant recipient in US history and now hopes to use her historic surgery to raise aware… https://t.co/HRzp7ZTIjt,0.4215,0.123,0.0,0.877,40
CNN,Tue Aug 14 11:42:14 +0000 2018,Highway bridge collapses in Italy after violent storm https://t.co/DZoBCfCtvY https://t.co/lSXAyF0kkG,-0.7269,0.0,0.433,0.567,39
CNN,Tue Aug 14 11:28:35 +0000 2018,Report will detail sexual abuse by more than 300 priests in Pennsylvania's Catholic Church https://t.co/FoVmFMTItu https://t.co/6dpgvtAo0O,-0.6369,0.0,0.219,0.781,38
CNN,Tue Aug 14 11:13:49 +0000 2018,"Heavy rain is expected to continue falling in Pennsylvania and New York, with flood warnings in place Tuesday throu… https://t.co/8u3oDtUOoe",-0.4215,0.0,0.174,0.826,37
CNN,Tue Aug 14 11:11:05 +0000 2018,"RT @cnni: NEW UPDATES from police on Westminster car crash: 
• Appears deliberate
• Being treated as a terrorist incident
• Suspect arreste…",-0.8625,0.0,0.375,0.625,36
CNN,Tue Aug 14 10:53:40 +0000 2018,The Florida man charged with manslaughter after shooting another man in a convenience store parking lot previously… https://t.co/gThhJjZz8A,-0.2023,0.0,0.101,0.899,35
CNN,Tue Aug 14 10:43:50 +0000 2018,"A Florida state house candidate admitted to posting an inaccurate diploma from Miami University in Oxford, Ohio, th… https://t.co/qNWA9FtL10",0.1027,0.076,0.0,0.924,34
CNN,Tue Aug 14 10:37:52 +0000 2018,"Aretha Franklin, the ""Queen of Soul,"" is in hospice care at her home, a source close to the 76-year-old singer says… https://t.co/d2NYjN1V0S",0.4939,0.138,0.0,0.862,33
CNN,Tue Aug 14 10:29:49 +0000 2018,"Today's primaries in Connecticut, Minnesota, Vermont and Wisconsin set up some of the most crucial races in Novembe… https://t.co/LtUOzkjc65",0.0,0.0,0.0,1.0,32
CNN,Tue Aug 14 10:19:46 +0000 2018,"CNN poll: Most Americans, including majorities across party lines, would like to see special counsel Mueller try to… https://t.co/5tC3mTkYRA",0.7845,0.331,0.0,0.669,31
CNN,Tue Aug 14 10:06:36 +0000 2018,JUST IN: The man who crashed his car into security barriers outside the UK's Houses of Parliament was arrested on s… https://t.co/5ipiMU2L9B,-0.1779,0.094,0.122,0.784,30
CNN,Tue Aug 14 09:59:36 +0000 2018,Her world ended when her children were murdered in Rwanda's genocide. But raising dozens of orphans saved her life… https://t.co/8EzpqGwdvX,-0.3818,0.111,0.175,0.714,29
CNN,Tue Aug 14 09:51:58 +0000 2018,"When it comes to gay rights, Lebanon is known as one of the more liberal countries in the Middle East — yet homosex… https://t.co/7TcfdAjznO",0.0,0.0,0.0,1.0,28
CNN,Tue Aug 14 09:44:30 +0000 2018,"A Utah man died flying a plane into his home, where his wife and her son were, hours after he was arrested for dome… https://t.co/GsOjCpTifK",-0.7717,0.0,0.242,0.758,27
CNN,Tue Aug 14 09:32:57 +0000 2018,"Paris has installed new open-air urinals, and they're...not exactly subtle https://t.co/5m0GX27NYd https://t.co/wPYnTfdHAJ",0.0,0.0,0.0,1.0,26
CNN,Tue Aug 14 09:21:36 +0000 2018,Two people were injured in the Westminster incident during London's rush hour. The injuries were not believed to be… https://t.co/hH6nYfux8a,-0.4019,0.0,0.124,0.876,25
CNN,Tue Aug 14 09:10:19 +0000 2018,Donald Trump's son-in-law Jared Kushner is now officially part of the trove of evidence in Paul Manafort's criminal… https://t.co/UmsMiq4qZ2,0.0,0.0,0.0,1.0,24
CNN,Tue Aug 14 09:00:55 +0000 2018,"A Florida man threatened people 3 different times before shooting man in latest ""stand your ground"" case… https://t.co/8L67gJZEJl",-0.4588,0.0,0.167,0.833,23
CNN,Tue Aug 14 08:35:03 +0000 2018,"A Florida state house candidate admitted to posting an inaccurate diploma from Miami University in Oxford, Ohio, th… https://t.co/CpWS7BTLTr",0.1027,0.076,0.0,0.924,22
CNN,Tue Aug 14 08:27:42 +0000 2018,Nebraska is scheduled to carry out its first execution using lethal injection in state history on Tuesday https://t.co/dlgqU5y9u3,0.0,0.0,0.0,1.0,21
CNN,Tue Aug 14 08:21:02 +0000 2018,Video captures the moment a male driver is arrested after a car crashed into a security barrier outside the UK Hous… https://t.co/33YrsOYjtX,-0.296,0.104,0.2,0.696,20
CNN,Tue Aug 14 08:10:00 +0000 2018,"Sirens sound as police race towards the UK Houses of Parliament after a car crashed into a security barrier, injuri… https://t.co/SXE8ObVlQT",0.2263,0.115,0.072,0.813,19
CNN,Tue Aug 14 08:06:10 +0000 2018,"RT @cnni: JUST IN: Sirens sound as police race towards the UK Houses of Parliament after a car crashed into a security barrier, injuring a…",0.2263,0.096,0.06,0.843,18
CNN,Tue Aug 14 07:42:53 +0000 2018,"A man has been arrested after his car crashed into a security barrier outside the UK Houses of Parliament, in centr… https://t.co/ZypP9kjLu9",-0.296,0.1,0.192,0.708,17
CNN,Tue Aug 14 07:31:21 +0000 2018,"This video of a Baltimore police officer beating a man has led to the officer's suspension. Another officer, who di… https://t.co/DuolBldhQI",-0.4588,0.0,0.143,0.857,16
CNN,Tue Aug 14 07:17:33 +0000 2018,A man has been arrested after his car crashed into a security barrier outside the UK Houses of Parliament in centra… https://t.co/JfKno7gZFN,-0.296,0.1,0.192,0.708,15
CNN,Tue Aug 14 07:15:05 +0000 2018,"President Donald Trump said it's ""great"" that consumers might boycott Harley-Davidson if it moves some motorcycle p… https://t.co/9cETAUB3Zc",-0.3182,0.0,0.119,0.881,14
CNN,Tue Aug 14 07:07:40 +0000 2018,"These cars were swept off a dealership lot in Little Falls, New Jersey, after rain showers and thunderstorms caused… https://t.co/1QcR9wR4yn",0.0,0.0,0.0,1.0,13
CNN,Tue Aug 14 07:00:12 +0000 2018,"Nine Guatemalan children were reunited with their parents, months after they had been separated at the US border as… https://t.co/qKKBzf52pg",0.0,0.0,0.0,1.0,12
CNN,Tue Aug 14 06:52:06 +0000 2018,Actor Idris Elba's tweets spark further speculation that he will play the next James Bond https://t.co/MPoJ8d7kOK https://t.co/jPaLTMYAfS,0.5106,0.223,0.0,0.777,11
CNN,Tue Aug 14 06:45:02 +0000 2018,A female orca whale who swam with the body of her dead calf for more than two weeks has stopped carrying the carcas… https://t.co/6nFa4Ct2Yw,-0.7351,0.0,0.228,0.772,10
CNN,Tue Aug 14 06:35:04 +0000 2018,"The FBI had ""the power, but not the right"" to fire now-former agent Peter Strzok for his anti-President Trump texts… https://t.co/vDsxiRhw0e",-0.4767,0.0,0.134,0.866,9
CNN,Tue Aug 14 06:30:03 +0000 2018,"The United States ambassador to the UK has called on Britain to side with President Donald Trump on Iran or risk ""s… https://t.co/QkIrnflYGm",0.1779,0.108,0.081,0.811,8
CNN,Tue Aug 14 06:15:07 +0000 2018,This data point should make Democrats nervous https://t.co/coXkSWIDZo | Analysis By Chris Cillizza https://t.co/Rb0l51fBg3,-0.2732,0.0,0.149,0.851,7
CNN,Tue Aug 14 06:10:03 +0000 2018,"For the fourth time, Democrats in Wisconsin believe they have a chance to finally defeat Gov. Scott Walker and stee… https://t.co/MIclXAxF1b",-0.25,0.087,0.13,0.783,6
CNN,Tue Aug 14 06:00:19 +0000 2018,"New video, taken by one of the Yemeni schoolboys killed in a Saudi-led coalition airstrike on a school bus last wee… https://t.co/V173TeaETy",-0.6705,0.0,0.191,0.809,5
CNN,Tue Aug 14 05:45:05 +0000 2018,Scores of newspapers across America will take part in an editorial-writing initiative in defense of the press https://t.co/NI4BTtfv1a,0.128,0.081,0.0,0.919,4
CNN,Tue Aug 14 05:30:13 +0000 2018,"""People with disabilities in America are still extraordinarily underemployed and more likely to be out of the workf… https://t.co/hhgk9HP0lz",0.0,0.0,0.0,1.0,3
CNN,Tue Aug 14 05:26:23 +0000 2018,Why isn't Omarosa Manigault Newman's book a best-seller? @brianstelter has a few theories https://t.co/v8QIKFcPgT,0.0,0.0,0.0,1.0,2
CNN,Tue Aug 14 05:22:03 +0000 2018,"A Utah man died flying a plane into his home, where his wife and her son were, hours after he was arrested for dome… https://t.co/YQDYmwCmo9",-0.7717,0.0,0.242,0.758,1
FoxNews,Tue Aug 14 18:22:50 +0000 2018,Awaiting: @WhiteHouse press briefing https://t.co/Bt6YxPjwMo,0.0,0.0,0.0,1.0,100
FoxNews,Tue Aug 14 18:05:21 +0000 2018,Ocasio-Cortez claims have fact-checkers working overtime https://t.co/T1c9jm8Xhb,0.0,0.0,0.0,1.0,99
FoxNews,Tue Aug 14 17:59:40 +0000 2018,.@DarrellIssa: “It was right. It was time. It was perhaps even too late.” https://t.co/JXUeNWcQDY #OutnumberedOT https://t.co/68BQaQ48Fi,0.0,0.0,0.0,1.0,98
FoxNews,Tue Aug 14 17:49:01 +0000 2018,".@VP Mike Pence delivers remarks at a ""Tax Cuts to Put America First"" event. https://t.co/JYW9hYl1iL",-0.296,0.0,0.145,0.855,97
FoxNews,Tue Aug 14 17:32:44 +0000 2018,Teen baseball star paralyzed in diving accident https://t.co/BnkzXXpDms,-0.4215,0.125,0.298,0.577,96
FoxNews,Tue Aug 14 17:16:32 +0000 2018,Amazon Prime spree: 6-year-old 'scammer in the making' orders herself $350 worth of toys https://t.co/vYPo2TKicj,0.3818,0.217,0.0,0.783,95
FoxNews,Tue Aug 14 17:02:53 +0000 2018,A baby's adorable reaction to a doll resembling his dad -- who's deployed with the Army overseas -- was caught on v… https://t.co/dgpcpCJ3MX,0.4939,0.138,0.0,0.862,94
FoxNews,Tue Aug 14 16:55:00 +0000 2018,"Ford Ranger pickup returns, price revealed https://t.co/bZIGBqq8Nd",0.0,0.0,0.0,1.0,93
FoxNews,Tue Aug 14 16:52:54 +0000 2018,"Mark Wahlberg's character in 'Mile 22' inspired by Steve Bannon, according to director https://t.co/wNwkrF8L7q",0.4939,0.198,0.0,0.802,92
FoxNews,Tue Aug 14 16:50:44 +0000 2018,RT @FoxBusiness: Kroger grocery unit bans Visa credit cards https://t.co/1LfmHEISzN,0.3818,0.224,0.0,0.776,91
FoxNews,Tue Aug 14 16:48:43 +0000 2018,RT @FoxBusiness: NFL anthem protests: Florida police union offers olive branch to players https://t.co/RwJiZMRKOo,-0.2263,0.0,0.128,0.872,90
FoxNews,Tue Aug 14 16:40:00 +0000 2018,"Colorado school district slashes Mondays, begins 4-day school week https://t.co/ukdgQVDMwk",-0.2023,0.0,0.167,0.833,89
FoxNews,Tue Aug 14 16:39:24 +0000 2018,".@LeaFOXNews: Peter Strzok was a leader in the FBI, and he betrayed the core principles of the FBI. #Outnumbered… https://t.co/HumCaYjvgU",-0.6124,0.0,0.182,0.818,88
FoxNews,Tue Aug 14 16:25:00 +0000 2018,"Brandon Judd: ""Any drop is going to be considered good. We have to sustain that drop."" https://t.co/Gh16DYqfDV",0.2023,0.145,0.105,0.75,87
FoxNews,Tue Aug 14 16:16:53 +0000 2018,"JUST IN: Defense rests in Manafort case, ex-Trump campaign chairman not called to stand https://t.co/ZFtq9QXFyy",0.128,0.097,0.0,0.903,86
FoxNews,Tue Aug 14 16:15:00 +0000 2018,"Rascal Flatts concert stopped over bomb threat, police say https://t.co/NPR15a4c55",-0.8176,0.0,0.548,0.452,85
FoxNews,Tue Aug 14 16:05:00 +0000 2018,.@RepMcSally on @AmericaNewsroom: “We are going to invest in America’s strength and America’s military so that they… https://t.co/66lThSo42t,0.4939,0.158,0.0,0.842,84
FoxNews,Tue Aug 14 15:55:00 +0000 2018,"NASA's Mars Opportunity rover, $400M spacecraft, missing in Martian dust storm for 2 months https://t.co/tJQDvOQAD6",0.1531,0.165,0.129,0.706,83
FoxNews,Tue Aug 14 15:53:25 +0000 2018,.@RepMcSally: “We must remain vigilant.” @AmericaNewsroom https://t.co/SMucl6nSkS https://t.co/IV264s3cOA,0.0,0.0,0.0,1.0,82
FoxNews,Tue Aug 14 15:48:26 +0000 2018,"JUST IN: Trump campaign files complaint against Omarosa, says she breached confidentiality agreement https://t.co/Qg7AbXHg8D",0.25,0.184,0.126,0.69,81
FoxNews,Tue Aug 14 18:22:50 +0000 2018,Awaiting: @WhiteHouse press briefing https://t.co/Bt6YxPjwMo,0.0,0.0,0.0,1.0,80
FoxNews,Tue Aug 14 18:05:21 +0000 2018,Ocasio-Cortez claims have fact-checkers working overtime https://t.co/T1c9jm8Xhb,0.0,0.0,0.0,1.0,79
FoxNews,Tue Aug 14 17:59:40 +0000 2018,.@DarrellIssa: “It was right. It was time. It was perhaps even too late.” https://t.co/JXUeNWcQDY #OutnumberedOT https://t.co/68BQaQ48Fi,0.0,0.0,0.0,1.0,78
FoxNews,Tue Aug 14 17:49:01 +0000 2018,".@VP Mike Pence delivers remarks at a ""Tax Cuts to Put America First"" event. https://t.co/JYW9hYl1iL",-0.296,0.0,0.145,0.855,77
FoxNews,Tue Aug 14 17:32:44 +0000 2018,Teen baseball star paralyzed in diving accident https://t.co/BnkzXXpDms,-0.4215,0.125,0.298,0.577,76
FoxNews,Tue Aug 14 17:16:32 +0000 2018,Amazon Prime spree: 6-year-old 'scammer in the making' orders herself $350 worth of toys https://t.co/vYPo2TKicj,0.3818,0.217,0.0,0.783,75
FoxNews,Tue Aug 14 17:02:53 +0000 2018,A baby's adorable reaction to a doll resembling his dad -- who's deployed with the Army overseas -- was caught on v… https://t.co/dgpcpCJ3MX,0.4939,0.138,0.0,0.862,74
FoxNews,Tue Aug 14 16:55:00 +0000 2018,"Ford Ranger pickup returns, price revealed https://t.co/bZIGBqq8Nd",0.0,0.0,0.0,1.0,73
FoxNews,Tue Aug 14 16:52:54 +0000 2018,"Mark Wahlberg's character in 'Mile 22' inspired by Steve Bannon, according to director https://t.co/wNwkrF8L7q",0.4939,0.198,0.0,0.802,72
FoxNews,Tue Aug 14 16:50:44 +0000 2018,RT @FoxBusiness: Kroger grocery unit bans Visa credit cards https://t.co/1LfmHEISzN,0.3818,0.224,0.0,0.776,71
FoxNews,Tue Aug 14 16:48:43 +0000 2018,RT @FoxBusiness: NFL anthem protests: Florida police union offers olive branch to players https://t.co/RwJiZMRKOo,-0.2263,0.0,0.128,0.872,70
FoxNews,Tue Aug 14 16:40:00 +0000 2018,"Colorado school district slashes Mondays, begins 4-day school week https://t.co/ukdgQVDMwk",-0.2023,0.0,0.167,0.833,69
FoxNews,Tue Aug 14 16:39:24 +0000 2018,".@LeaFOXNews: Peter Strzok was a leader in the FBI, and he betrayed the core principles of the FBI. #Outnumbered… https://t.co/HumCaYjvgU",-0.6124,0.0,0.182,0.818,68
FoxNews,Tue Aug 14 16:25:00 +0000 2018,"Brandon Judd: ""Any drop is going to be considered good. We have to sustain that drop."" https://t.co/Gh16DYqfDV",0.2023,0.145,0.105,0.75,67
FoxNews,Tue Aug 14 16:16:53 +0000 2018,"JUST IN: Defense rests in Manafort case, ex-Trump campaign chairman not called to stand https://t.co/ZFtq9QXFyy",0.128,0.097,0.0,0.903,66
FoxNews,Tue Aug 14 16:15:00 +0000 2018,"Rascal Flatts concert stopped over bomb threat, police say https://t.co/NPR15a4c55",-0.8176,0.0,0.548,0.452,65
FoxNews,Tue Aug 14 16:05:00 +0000 2018,.@RepMcSally on @AmericaNewsroom: “We are going to invest in America’s strength and America’s military so that they… https://t.co/66lThSo42t,0.4939,0.158,0.0,0.842,64
FoxNews,Tue Aug 14 15:55:00 +0000 2018,"NASA's Mars Opportunity rover, $400M spacecraft, missing in Martian dust storm for 2 months https://t.co/tJQDvOQAD6",0.1531,0.165,0.129,0.706,63
FoxNews,Tue Aug 14 15:53:25 +0000 2018,.@RepMcSally: “We must remain vigilant.” @AmericaNewsroom https://t.co/SMucl6nSkS https://t.co/IV264s3cOA,0.0,0.0,0.0,1.0,62
FoxNews,Tue Aug 14 15:48:26 +0000 2018,"JUST IN: Trump campaign files complaint against Omarosa, says she breached confidentiality agreement https://t.co/Qg7AbXHg8D",0.25,0.184,0.126,0.69,61
